"","project","data_set","site","station","recording_date","recording_time","status","latitude","longitude","is_buffered_location","species_code","scientific_name","species_english_name","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","min0_voc","min0_start","min1_voc","min1_start","min2_voc","min2_start","min3_voc","min3_start","min4_voc","min4_start","min5_voc","min5_start","min6_voc","min6_start","min7_voc","min7_start","min8_voc","min8_start","min9_voc","min9_start","comment","species_comment"
"73","Big Grids 2018","BG",15,4,"2018-07-05","4:59:00","Transcribed",55.330476,-111.136614,"f","UNTR"," ","Unknown Trill","3m 1SPM",0,0,0,0,"No audio quality issues","3","Christopher Wagner","ONE","Unknown far","Song",28.2,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"74","Big Grids 2018","BG",15,4,"2018-07-05","4:59:00","Transcribed",55.330476,-111.136614,"f","UNWA"," ","Unknown Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Unknown far","",NA,"","","Song","42.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"75","Big Grids 2018","BG",15,4,"2018-07-05","4:59:00","Transcribed",55.330476,-111.136614,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"Song","51","Song","47.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"76","Big Grids 2018","BG",15,4,"2018-07-05","4:59:00","Transcribed",55.330476,-111.136614,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"Song","43.3","Song","13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"77","Big Grids 2018","BG",15,4,"2018-07-07","5:01:00","Transcribed",55.330476,-111.136614,"f","PISI","Spinus pinus","Pine Siskin","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",48.9,"Song","3.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"78","Big Grids 2018","BG",15,4,"2018-07-07","5:01:00","Transcribed",55.330476,-111.136614,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",3.3,"Song","1.7","Song","17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"79","Big Grids 2018","BG",15,4,"2018-07-07","5:01:00","Transcribed",55.330476,-111.136614,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",8.8,"Song","0.5","Song","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"80","Big Grids 2018","BG",15,5,"2018-05-28","5:03:00","Transcribed",55.331115,-111.127269,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Laurel McDonald","ONE","Confident","Song",39.5,"Song","4.3","Song","18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"81","Big Grids 2018","BG",15,5,"2018-05-28","5:03:00","Transcribed",55.331115,-111.127269,"f","OSFL","Contopus cooperi","Olive-sided Flycatcher","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Laurel McDonald","ONE","Confident","Song",5.8,"Song","1.3","Song","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"82","Big Grids 2018","BG",15,5,"2018-05-28","5:03:00","Transcribed",55.331115,-111.127269,"f","UNWO"," ","Unknown Woodpecker","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Laurel McDonald","ONE","Confident","",NA,"Non-vocal","53.2","Non-vocal","24.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"83","Big Grids 2018","BG",15,5,"2018-06-01","4:59:00","Transcribed",55.331115,-111.127269,"f","DEJU","Junco hyemalis","Dark-eyed Junco","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","",NA,"","","Song","48.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"84","Big Grids 2018","BG",15,5,"2018-06-01","4:59:00","Transcribed",55.331115,-111.127269,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",31.4,"Song","37.8","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"85","Big Grids 2018","BG",15,5,"2018-06-01","4:59:00","Transcribed",55.331115,-111.127269,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",14.4,"Song","1.3","Song","13.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"86","Big Grids 2018","BG",15,5,"2018-06-01","4:59:00","Transcribed",55.331115,-111.127269,"f","UNWO"," ","Unknown Woodpecker","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Unknown far","",NA,"","","Non-vocal","17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"87","Big Grids 2018","BG",15,5,"2018-06-01","4:59:00","Transcribed",55.331115,-111.127269,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",8.1,"Song","6.2","Song","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"88","Big Grids 2018","BG",15,5,"2018-06-01","4:59:00","Transcribed",55.331115,-111.127269,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",6,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"89","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","LIRA"," ","Light rain","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",1.1,"Song","0.1","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"90","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",5.8,"Song","7.6","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"91","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",1.9,"Song","6.2","Song","4.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"92","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","UNKN"," ","Unknown","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Unknown far","",NA,"Call","57.7","Call","9.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"93","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","UNPA"," ","Unknown Passerine","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Unknown far","",NA,"Call","52.2","Call","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","I am fairly sure this is not CHSP, too high. "
"94","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","UNTR"," ","Unknown Trill","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Unknown far","Song",9.4,"Song","0.1","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"95","Big Grids 2018","BG",15,5,"2018-06-02","4:58:00","Transcribed",55.331115,-111.127269,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",1,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",3.3,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"96","Big Grids 2018","BG",15,5,"2018-06-08","4:53:00","Bad Weather",55.331115,-111.127269,"f","LIWI"," ","Light wind","3m 1SPM",NA,NA,NA,NA,"","1","Jillian Slater","ONE","Confident","Song",0.1,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"97","Big Grids 2018","BG",15,6,"2018-05-20","5:14:00","Transcribed",55.330487,-111.117667,"f","BOCH","Poecile hudsonicus","Boreal Chickadee","3m 1SPM",0,0,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",5.4,"Song","4.3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"98","Big Grids 2018","BG",15,6,"2018-05-20","5:14:00","Transcribed",55.330487,-111.117667,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","",NA,"","","Song","27.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"99","Big Grids 2018","BG",15,6,"2018-05-20","5:14:00","Transcribed",55.330487,-111.117667,"f","LISP","Melospiza lincolnii","Lincoln's Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",0,"Song","14.7","Song","13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"100","Big Grids 2018","BG",15,6,"2018-05-20","5:14:00","Transcribed",55.330487,-111.117667,"f","LISP","Melospiza lincolnii","Lincoln's Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","2","Nicole Boucher","ONE","Confident","Song",30.9,"Song","23","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"101","Big Grids 2018","BG",15,6,"2018-05-20","5:14:00","Transcribed",55.330487,-111.117667,"f","OCWA","Oreothylpis celata","Orange-crowned Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",4.3,"Song","8.2","Song","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"102","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","Song",1.7,"Song","0.1","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"103","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","COLO","Gavia immer","Common Loon","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","",NA,"Call","23.7","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"104","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","DEJU","Junco hyemalis","Dark-eyed Junco","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","Song",2.9,"Song","6.1","Song","3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"105","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","LISP","Melospiza lincolnii","Lincoln's Sparrow","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","Song",41.7,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"106","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","PISI","Spinus pinus","Pine Siskin","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","",NA,"","","Call","46.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"107","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","",NA,"","","Call","48.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"108","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","UNTR"," ","Unknown Trill","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","To Be Checked","",NA,"Song","18.2","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Faint trill, deju/chsp"
"109","Big Grids 2018","BG",15,6,"2018-05-24","5:08:00","Transcribed",55.330487,-111.117667,"f","UNWO"," ","Unknown Woodpecker","3m 1SPM",0,0,0,0,"Both Sides Extra Static","1","Christopher Moser-Purdy","ONE","Confident","",NA,"","","Non-vocal","54.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Trail off at the end, probably ATTW or BBWO"
"110","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","AMRO","Turdus migratorius","American Robin","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Call",0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"111","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","CANG","Branta canadensis","Canada Goose","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Call",25.3,"Call","1.4","Call","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3"
"112","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","COLO","Gavia immer","Common Loon","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","",NA,"","","Song","19.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3, wails"
"113","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","LIWI"," ","Light wind","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Non-vocal",0,"Non-vocal","0.2","Non-vocal","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"114","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","PAWA","Setophaga palmarum","Palm Warbler","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",28.9,"Song","4.2","Song","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"115","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","UNTR"," ","Unknown Trill","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Unknown far","",NA,"","","Song","57.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","YRWA or SWSP"
"116","Big Grids 2018","BG",15,6,"2018-05-27","5:04:00","Transcribed",55.330487,-111.117667,"f","UNWO"," ","Unknown Woodpecker","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Non-vocal","54.5","Non-vocal","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","PIWO, BBWO or ATTW"
"117","Big Grids 2018","BG",15,6,"2018-06-02","4:58:00","Transcribed",55.330487,-111.117667,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.6,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"118","Big Grids 2018","BG",15,6,"2018-06-02","4:58:00","Transcribed",55.330487,-111.117667,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",41.6,"Song","6.3","Song","3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"119","Big Grids 2018","BG",15,6,"2018-06-02","4:58:00","Transcribed",55.330487,-111.117667,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",4.3,"Song","1.4","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"120","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","DEJU","Junco hyemalis","Dark-eyed Junco","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",3.5,"Song","0","Song","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"121","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","GRAJ","Perisoreus canadensis","Gray Jay","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","",NA,"Call","8.9","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"122","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",1.3,"Call","47.6","Call","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"123","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","LITR"," ","Light traffic","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",0.1,"Song","0.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"124","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",2.4,"Song","5","S-C","7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"125","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","WISN","Gallinago delicata","Wilson's Snipe","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Call",4,"Call","2.2","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"126","Big Grids 2018","BG",15,11,"2018-06-30","4:55:00","Transcribed",55.335824,-111.164977,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,1,"No audio quality issues","1","Nicole Boucher","ONE","Confident","",NA,"Song","7.6","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"127","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",0.8,"Song","3.6","Song","30.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"128","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Moser-Purdy","ONE","Confident","Song",2.6,"Song","5.4","Song","2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"129","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","3","Christopher Moser-Purdy","ONE","Confident","Song",6.3,"Song","0.2","Song","5.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"130","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","4","Christopher Moser-Purdy","ONE","Confident","Song",38.2,"Song","1.6","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"131","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","LISP","Melospiza lincolnii","Lincoln's Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",39.3,"Song","21.9","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"132","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"Song","35.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"133","Big Grids 2018","BG",15,11,"2018-07-04","4:58:00","Transcribed",55.335824,-111.164977,"f","UNTR"," ","Unknown Trill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","To Be Checked","",NA,"Song","2.9","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Faint"
"134","Big Grids 2018","BG",15,11,"2018-07-10","5:05:00","Transcribed",55.335824,-111.164977,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",48,"Song","4.7","Song","44.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"135","Big Grids 2018","BG",15,11,"2018-07-10","5:05:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.3,"Song","1.5","Song","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"136","Big Grids 2018","BG",15,11,"2018-07-10","5:05:00","Transcribed",55.335824,-111.164977,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Unknown far","Song",20.4,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"137","Big Grids 2018","BG",15,11,"2018-07-10","5:05:00","Transcribed",55.335824,-111.164977,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","",NA,"Call","29.3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"138","Big Grids 2018","BG",15,11,"2018-07-11","5:06:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",1,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.1,"Song","0.9","Song","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"139","Big Grids 2018","BG",15,11,"2018-07-11","5:06:00","Transcribed",55.335824,-111.164977,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",1,0,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",31.8,"Song","9.3","Song","13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"140","Big Grids 2018","BG",15,11,"2018-07-11","5:06:00","Transcribed",55.335824,-111.164977,"f","LIRA"," ","Light rain","3m 1SPM",1,0,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0,"Song","0.2","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"141","Big Grids 2018","BG",15,12,"2018-07-02","4:57:00","Transcribed",55.335872,-111.155613,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",31.7,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"142","Big Grids 2018","BG",15,12,"2018-07-02","4:57:00","Transcribed",55.335872,-111.155613,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",0.7,"Song","4.5","Song","1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"143","Big Grids 2018","BG",15,12,"2018-07-02","4:57:00","Transcribed",55.335872,-111.155613,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","2","Connor Charchuk","ONE","Confident","Song",3.4,"Song","2.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"144","Big Grids 2018","BG",15,12,"2018-07-02","4:57:00","Transcribed",55.335872,-111.155613,"f","UNTR"," ","Unknown Trill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Unknown far","Song",22.1,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"145","Big Grids 2018","BG",15,12,"2018-07-02","4:57:00","Transcribed",55.335872,-111.155613,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","",NA,"Song","38.8","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"146","Big Grids 2018","BG",15,12,"2018-07-02","4:57:00","Transcribed",55.335872,-111.155613,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",45.1,"Song","3.3","Song","38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","
"
